bathrooms,bedrooms,floor_location,link,neighborhood,parking_spots,price,stratum,surface,total_levels,yard,backyard,remodeled,terrace,residencial_building,pool,status_en construccion,status_lanzamiento,status_nuevo,status_para entrega,status_sobre planos,status_usado,city_cali,city_jamundi,city_palmira,property_type_apartamento,property_type_casa,property_type_lote o casalote
4.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-refugio-real-vp1126946-Cubosolucionesempresarialeseinmobiliarias,refugio real,0.0,330000000.0,4.0,150.0,3.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
9.0,7.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-el-bosque-vp1129033-Cubosolucionesempresarialeseinmobiliarias,el bosque,0.0,800000000.0,5.0,450.0,3.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
3.0,2.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-castillo-vp1129042-Cubosolucionesempresarialeseinmobiliarias,el castillo,0.0,260000000.0,0.0,170.0,2.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-la-morada-vp1095034-Cubosolucionesempresarialeseinmobiliarias,la morada,0.0,750000000.0,0.0,980.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
3.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-guadalupe-vp1126943-Cubosolucionesempresarialeseinmobiliarias,guadalupe,0.0,430000000.0,5.0,170.0,2.0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-bella-suiza-vp1094091-Cubosolucionesempresarialeseinmobiliarias,bella suiza,0.0,450000000.0,0.0,300.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pampalinda-vp1093169-Cubosolucionesempresarialeseinmobiliarias,pampalinda,0.0,370000000.0,0.0,300.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1045376-Cubosolucionesempresarialeseinmobiliarias,ciudad jardin,0.0,620000000.0,6.0,450.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1105092-arrendamientosycobranzas,ciudad jardin,0.0,850000000.0,6.0,503.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1063468-arrendamientosycobranzas,ciudad jardin,0.0,620000000.0,0.0,236.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
3.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-castillo-vp1083528-arrendamientosycobranzas,el castillo,0.0,420000000.0,0.0,250.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-valle-del-lili-vp1198431-ViviendoInmobiliaria,valle del lili,0.0,290000000.0,4.0,240.0,2.0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-valle-del-lili-vp1179111-ViviendoInmobiliaria,valle del lili,0.0,360000000.0,5.0,220.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-flora-vp1207196-DimasInmobiliaria,la flora,0.0,395000000.0,5.0,324.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,9.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-villa-del-prado-vp1203328-DimasInmobiliaria,villa del prado,0.0,310000000.0,3.0,242.0,3.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-ciudad-modelo-vp1207150-DimasInmobiliaria,ciudad modelo,0.0,250000000.0,3.0,210.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,10.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-leon-xiii-vp1198257-DimasInmobiliaria,leon xiii,0.0,175000000.0,2.0,180.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-villa-del-prado-vp1198252-DimasInmobiliaria,villa del prado,0.0,230000000.0,3.0,150.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-prados-del-norte-vp1197025-DimasInmobiliaria,prados del norte,0.0,350000000.0,5.0,318.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,2.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-el-vallado-vp1198255-DimasInmobiliaria,el vallado,0.0,90000000.0,2.0,110.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-santa-barbara-vp1196379-DimasInmobiliaria,santa barbara,0.0,150000000.0,3.0,90.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-la-selva-vp1189951-DimasInmobiliaria,la selva,0.0,380000000.0,3.0,270.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1193275-DimasInmobiliaria,pance,0.0,3800000000.0,6.0,3.7,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
3.0,9.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-san-fernando-vp1045572-bierainmobiliaria,san fernando,0.0,430000000.0,5.0,240.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,10.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-municipal-vp1178070-sumainmobiliarios,municipal,0.0,260000000.0,3.0,270.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-centro-san-bosco-vp1068719-sumainmobiliarios,san bosco,0.0,280000000.0,3.0,275.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-arboleda-vp1167125-tarazonainmobiliaria,arboleda,0.0,270000000.0,4.0,173.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-camino-real-vp1181375-tarazonainmobiliaria,camino real,0.0,300000000.0,5.0,88.79,3.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-las-cascadas-vp1179268-tarazonainmobiliaria,las cascadas,0.0,390000000.0,5.0,200.0,2.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
8.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1170075-tarazonainmobiliaria,ciudad jardin,0.0,2500000000.0,5.0,860.0,0.0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-caney-vp1166681-tarazonainmobiliaria,caney,0.0,425000000.0,4.0,400.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-valle-del-lili-vp1155406-tarazonainmobiliaria,valle del lili,0.0,325000000.0,4.0,183.28,0.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
7.0,9.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-cambulos-vp1148793-tarazonainmobiliaria,cambulos,0.0,470000000.0,4.0,254.05,2.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-ingenio-vp1130353-tarazonainmobiliaria,el ingenio,0.0,350000000.0,5.0,104.0,0.0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,10.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-lido-vp1095705-tarazonainmobiliaria,el lido,0.0,800000000.0,4.0,396.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-colinas-de-monterrey-vp1119675-tarazonainmobiliaria,colinas de monterrey,0.0,320000000.0,5.0,142.0,0.0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-valle-del-lili-vp1071378-tarazonainmobiliaria,valle del lili,0.0,275000000.0,4.0,105.0,3.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
3.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-primitivo-crespo-vp1071374-tarazonainmobiliaria,primitivo crespo,0.0,170000000.0,3.0,156.0,2.0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-castillo-vp1017335-tarazonainmobiliaria,el castillo,0.0,310000000.0,4.0,113.0,0.0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-la-base-vp1186563-ospinaperezyasociados,la base,0.0,230000000.0,3.0,396.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-cordoba-vp1206124-ospinaperezyasociados,ciudad cordoba,0.0,76000000.0,3.0,99.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-ingenio-vp1207525-amcinmobiliaria,el ingenio,0.0,520000000.0,6.0,160.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-cabanas-del-paraiso-vp1203636-amcinmobiliaria,cabanas del paraiso,0.0,450000000.0,6.0,140.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1191691-amcinmobiliaria,ciudad jardin,0.0,695000000.0,6.0,248.0,3.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-cascadas-vp1147605-amcinmobiliaria,cascadas,0.0,320000000.0,5.0,200.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-brisas-de-guadalupe-vp1112771-amcinmobiliaria,brisas de guadalupe,0.0,410000000.0,5.0,140.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-bosques-del-limonar-vp1093473-amcinmobiliaria,bosques del limonar,0.0,440000000.0,5.0,170.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-hacienda-de-alferez-vp1076105-amcinmobiliaria,hacienda de alferez,0.0,530000000.0,5.0,187.0,3.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-jockey-vp1059734-amcinmobiliaria,jockey,0.0,770000000.0,6.0,240.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-san-joaquin-vp1075794-amcinmobiliaria,san joaquin,0.0,490000000.0,5.0,274.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-colseguros-vp1072269-amcinmobiliaria,colseguros,0.0,570000000.0,4.0,248.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-canaveral-del-oeste-vp1152817-AndresEcheverriBienesRaices,canaveral del oeste,0.0,400000000.0,5.0,300.0,3.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1141356-AndresEcheverriBienesRaices,pance,0.0,680000000.0,6.0,186.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,7.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-san-cristobal-vp1142414-AndresEcheverriBienesRaices,san cristobal,0.0,375000000.0,3.0,320.0,3.0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-miraflores-vp1136586-AndresEcheverriBienesRaices,miraflores,0.0,400000000.0,0.0,270.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-valle-del-lili-vp1129018-AndresEcheverriBienesRaices,valle del lili,0.0,220000000.0,4.0,180.0,3.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-nueva-base-vp1129023-AndresEcheverriBienesRaices,nueva base,0.0,350000000.0,0.0,220.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-morichal-de-comfandi-vp1203085-inmobiliarianaranjoduque,morichal de comfandi,0.0,125000000.0,2.0,125.0,3.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-el-rodeo-vp1203126-inmobiliarianaranjoduque,el rodeo,0.0,330000000.0,2.0,122.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-el-troncal-vp1187939-inmobiliarianaranjoduque,el troncal,0.0,190000000.0,3.0,180.0,2.0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,2.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-castillo-vp1179581-inmobiliarianaranjoduque,el castillo,0.0,260000000.0,4.0,115.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-caney-vp1163622-inmobiliarianaranjoduque,caney,0.0,425000000.0,4.0,400.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-gran-limonar-vp1154832-inmobiliarianaranjoduque,gran limonar,0.0,650000000.0,5.0,305.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
7.0,11.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-lido-vp1163435-inmobiliarianaranjoduque,el lido,0.0,500000000.0,5.0,450.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-caney-vp1140271-inmobiliarianaranjoduque,caney,0.0,400000000.0,4.0,300.0,4.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-compartir-vp1059597-inmobiliarianaranjoduque,compartir,0.0,95000000.0,2.0,150.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-remansos-de-comfandi-vp964391-inmobiliarianaranjoduque,remansos de comfandi,0.0,110000000.0,2.0,110.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-alfaguara-vp1118950-LuxfincaRaiz,alfaguara,0.0,450000000.0,5.0,201.0,2.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-flora-vp1113156-LuxfincaRaiz,la flora,0.0,490000000.0,5.0,343.0,2.0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0
6.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-la-morada-vp1104426-LuxfincaRaiz,la morada,0.0,670000000.0,5.0,1.2,1.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1108250-LuxfincaRaiz,pance,0.0,1200000000.0,6.0,774.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1080229-LuxfincaRaiz,pance,0.0,1100000000.0,6.0,1.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
6.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1079161-LuxfincaRaiz,pance,0.0,1340000000.0,6.0,1.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1095205-LuxfincaRaiz,pance,0.0,900000000.0,6.0,600.0,3.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-flora-vp1208086-lonjaamericana,la flora,0.0,335000000.0,5.0,243.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-caney-vp1208091-KellerWilliamsEmporio,caney,0.0,270000000.0,4.0,90.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-altos-de-guadalupe-vp1203038-AndresEcheverriBienesRaices,altos de guadalupe,0.0,2300000.0,5.0,146.0,3.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-acacias-vp1202174-AndresEcheverriBienesRaices,acacias,0.0,298000000.0,3.0,150.0,2.0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-aranjuez-vp1199944-AndresEcheverriBienesRaices,aranjuez,0.0,140000000.0,3.0,150.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1199676-AndresEcheverriBienesRaices,pance,0.0,900000000.0,0.0,710.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
2.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-napoles-vp1199667-AndresEcheverriBienesRaices,napoles,0.0,89000000.0,3.0,60.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-castillo-vp1199663-AndresEcheverriBienesRaices,el castillo,0.0,380000000.0,0.0,274.0,1.0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1155551-derechoinmobiliario,pance,0.0,1700000000.0,6.0,3.1,1.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-cristales-vp1150593-derechoinmobiliario,cristales,0.0,700000000.0,5.0,420.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-el-bosque-vp1133555-derechoinmobiliario,el bosque,0.0,350000000.0,5.0,250.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-flora-vp1146389-derechoinmobiliario,la flora,0.0,390000000.0,5.0,155.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1130130-derechoinmobiliario,ciudad jardin,0.0,1450000000.0,6.0,360.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-aguacatal-vp1127239-derechoinmobiliario,aguacatal,0.0,3200000000.0,0.0,1.2,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1122861-derechoinmobiliario,pance,0.0,900000000.0,6.0,312.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1122704-derechoinmobiliario,pance,0.0,1300000000.0,0.0,750.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-flora-vp1109952-derechoinmobiliario,la flora,0.0,370000000.0,5.0,180.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-flora-vp1043442-derechoinmobiliario,la flora,0.0,350000000.0,5.0,110.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-flora-vp1005911-derechoinmobiliario,la flora,0.0,380000000.0,5.0,250.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-santa-monica-norte-vp968552-derechoinmobiliario,santa monica norte,0.0,380000000.0,5.0,215.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-flora-vp854542-derechoinmobiliario,la flora,0.0,400000000.0,5.0,160.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-la-riverita-vp828055-derechoinmobiliario,la riverita,0.0,1850000000.0,0.0,450.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-el-bosque-vp825540-derechoinmobiliario,el bosque,0.0,360000000.0,4.0,330.0,3.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-flora-vp841116-derechoinmobiliario,la flora,0.0,450000000.0,5.0,247.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1068008-sumainmobiliarios,ciudad jardin,0.0,630000000.0,6.0,400.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1067983-sumainmobiliarios,pance,0.0,700000000.0,6.0,900.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
12.0,18.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-popular-vp1067995-sumainmobiliarios,popular,0.0,650000000.0,3.0,1.029,4.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pampalinda-vp1067929-sumainmobiliarios,pampalinda,0.0,600000000.0,5.0,250.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp587742-sumainmobiliarios,ciudad jardin,0.0,520000000.0,6.0,300.0,3.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
